Type,Teff,Jstet,RMS_60m,LS_Period,LS_SNR,BLS_Period,BLS_SDE,VmKmag,w1mw4mag
MISC,2527.0,7.00356,0.04082,14.64895158,2658.98921,0.10409945,8.30721,8.123001098632791,1.2829999923706108
ED,7517.0,1.28867,0.00689,1.23702253,753.60314,2.46436921,9.33272,0.7639999389649006,1.7569999694824094
MISC,5217.0,1.08484,0.00579,25.30273364,4548.79504,13.01386831,10.19655,1.921999931335499,5.5150003433227806
EC,5192.0,9.81931,0.03192,0.1293985,15281.24037,0.25875502,9.74976,1.9449996948242294,1.1260004043579102
RR,4744.0,-0.04654,0.0072,0.50883013,423.3214,0.50870728,8.17476,2.3979997634887997,3.44499969482421
EC,4213.0,4.56831,0.04408,0.11670024,14093.61944,0.11669249,10.35769,2.9980001449584996,3.3599996566772194
DSCT,7253.0,-0.57754,0.00208,12.65164455,12.01513,0.14781241,9.4953,1.0770006179809002,2.389000892639171
DSCT,5115.0,-0.29171,0.0077,13.25410429,74.13168,0.15805923,9.04195,2.015999794006399,4.37799930572513
ED,4830.0,3.74965,0.01153,0.38873768,1897.15934,0.77643062,11.08692,2.2389993667602504,-0.11199951171875
MISC,5263.0,20.65813,0.02319,11.59708667,644.71343,0.10409945,8.08058,1.8810005187987997,2.3430004119873296
MISC,3369.0,24.52688,0.02474,10.70500308,1560.6305,0.10409945,8.139,4.6949996948242205,0.21500015258788974
MISC,3354.0,3.48015,0.01055,11.59708625,1106.38186,0.10415349,8.54407,5.09200048446658,0.25900030136107954
EC,4736.0,2.50267,0.01894,0.1258301,10453.75941,0.12584103,9.95491,2.3360004425049006,3.3050003051757706
MISC,3569.0,-0.19083,0.0024,1.75050365,140.36287,13.916504,8.36787,4.341000556945799,1.3579998016357298
MISC,4579.0,3.13639,0.02157,2.53027345,161.36947,10.33303424,7.17547,2.5109996795653995,3.819000244140639
MISC,4973.0,0.30449,0.00866,11.59708667,519.56041,13.01386874,11.96342,2.100999832153299,4.633000373840291
MISC,4681.0,15.98364,0.03971,9.94057786,450.58109,13.916809,9.155,2.395000457763601,2.6999998092651296
EC,5148.0,1.21842,0.02419,0.14381413,5028.93269,0.14388692,9.84206,2.183000564575199,4.46700000762943
RR,6922.0,2.18446,0.03252,0.69237856,2093.72494,0.69087863,9.62922,0.8150005340575994,4.894999504089389
EC,6262.0,8.39635,0.0358,0.16577498,12356.33418,0.16576359,10.3495,1.3879995346069993,2.7219991683960103
ED,6232.0,2.56664,0.04063,0.6701866,764.57055,1.34273985,12.26134,1.1799993515015021,6.218000411987271
EC,5564.0,3.28245,0.0437,0.1843286,13356.52784,0.18434393,9.69716,1.6329994201659996,5.95199966430661
MISC,3167.0,16.88546,0.01972,14.64895105,4311.88043,0.10409945,8.64136,5.3439998626709,0.3320002555847097
MISC,5130.0,-0.11298,0.00135,12.10157348,619.10114,13.9168095,9.9178,2.1169996261596697,1.0469999313354492
ED,4320.0,0.3765,0.0073,0.84858591,117.52644,0.852287,14.35731,2.842999458312999,1.5110006332397496
MISC,3606.0,12.97908,0.01143,11.1332032,1661.72184,0.10409945,7.96417,4.236000061035161,0.13800001144409002
MISC,4367.0,3.757,0.00993,23.1946825,15522.17241,0.10426175,8.05122,3.23299980163576,0.2709999084472603
ED,4237.0,-0.20036,0.00447,14.62704263,50.66829,1.04263106,12.31751,2.9619998931884997,3.661999702453599
MISC,5420.0,10.6652,0.01352,11.1332032,2952.57945,13.01386874,8.81027,1.7480001449585014,4.868000030517528
ED,4963.0,1.41835,0.03384,0.35603215,1162.42108,0.71289061,9.02835,2.1639995574950994,4.06199932098389
MISC,4711.0,5.18557,0.06313,8.69781469,131.31982,0.10409945,8.72534,2.3619995117187997,4.623999595642109
DCEP,5556.0,2.30496,0.04869,3.97623114,4746.73849,3.90224759,9.59441,1.6389999389648988,4.07100009918215
DCEP,4298.0,2.99335,0.03523,3.09255644,19226.86988,3.11472335,10.69913,3.0480003356934002,2.6649999618530096
MISC,3827.0,10.08912,0.01071,11.0832032,1736.24946,0.10425821,7.60141,3.6949996948242205,0.22000026702880948
MISC,5820.0,0.53015,0.00952,16.37235765,581.596,13.916504,9.11679,1.6830005645752006,3.6909999847412003
DCEP,3807.0,0.165,0.00306,4.48592645,987.9624,8.94604263,9.83777,3.739000320434611,1.7509999275207502
EC,5978.0,5.04749,0.04851,0.17170647,12774.82851,0.17186924,9.78387,1.5769996643066992,3.6960000991821396
DCEP,5636.0,1.03844,0.02011,13.25381286,8419.30392,13.9165035,11.38018,1.5780000686646005,4.23099994659419
ED,5741.0,0.31834,0.00399,1.50926674,249.52738,1.49232424,10.37754,1.60900020599367,1.2720003128051705
DSCT,7436.0,6.70882,0.01539,0.13916504,40.18014,0.13435165,9.17275,0.6879997253418004,0.4149999618530309
DSCT,6551.0,-0.20116,0.00867,15.46285,172.77968,0.16097585,9.50966,1.1890001296997,3.248999595642129
MISC,3342.0,2.80668,0.00714,25.30284545,42884.04294,0.10426174,8.17139,5.144000053405721,0.20399999618530984
MISC,4943.7001953125,0.62261,0.00289,11.81173609,525.35575,0.10424259,7.56196,2.37600040435788,-0.2779998779296893
MISC,3478.0,21.22219,0.02516,12.10157304,1530.00766,0.10426175,7.23906,4.549999713897679,0.5409998893737802
MISC,4672.0,1.48115,0.01617,14.64895158,1689.188,13.916504,9.46975,2.480999946594199,1.194999694824201
DCEP,4675.0,0.81467,0.01689,3.35344795,2591.13668,3.32095357,8.73584,2.4770002365112003,2.7410001754760884
EC,4958.0,0.61522,0.01139,0.22089689,2359.45189,0.22087101,10.25055,2.1690006256103995,3.4489994049072408
MISC,5394.0,0.35887,0.00116,12.10130783,232.26191,10.33303424,7.53075,1.8529996871948597,0.19000053405762074
MISC,6176.0,16.42091,0.06052,13.25381286,209.45876,0.10420759,8.51556,1.417000770568901,3.135000228881859
MISC,3891.0,5.4725,0.00848,7.32447553,2816.7804,13.9165035,8.37882,3.563000202178981,0.08400011062621981
ED,4599.0,3.71398,0.03053,0.79750736,899.4182,0.79804712,11.73397,2.4869995117187997,1.2950000762939506
CST,4366.0,5.10758,0.0073,9.59775724,178.1375,13.916748,9.19268,2.779000282287601,2.2320003509521804
DSCT,5584.0,-1.04586,0.00861,0.1750542,8.34398,0.11169071,9.05063,1.6180000305176012,6.064999580383271
MISC,3382.0,10.27564,0.01104,11.5971375,2023.1598,0.10420759,7.59927,4.968999862670939,0.25400018692016957
RR,6079.0,4.97082,0.11703,0.57388903,2570.10033,0.57422203,9.03724,1.2740001678465998,5.04500007629399
ED,6366.0,1.49863,0.02521,0.37835312,421.04789,0.75586098,11.60857,1.3529996871947993,4.64099979400636
DCEP,5513.0,5.98994,0.05179,14.64927263,8744.59309,13.916809,10.0181,1.6730003356933008,2.3429994583130203
MISC,3232.0,16.80224,0.03465,13.916565,3304.01159,0.10420759,8.65615,5.6929998397826695,0.33200025558471946
MISC,5476.0,4.88314,0.01111,11.125098,2414.82036,0.10409889,7.74321,1.7019987106322993,5.22900009155277
CST,3682.0,2.30495,0.00271,14.64895158,1010.70715,0.10420759,8.61805,4.034998893737802,4.99100017547609
MISC,6130.0,-0.25457,0.0006,6.958374,135.33354,13.916748,9.03421,1.2709999084472994,2.0299997329712305
DCEP,4804.0,0.31186,0.0074,3.31352595,1752.28183,3.37684558,9.20648,2.2650003433227006,2.4239997863769602
EC,5523.0,37.98928,0.09968,0.18026955,14498.64621,0.18020478,10.39511,1.6649999618530007,0.6730003356933612
RR,5138.0,0.7776,0.03652,0.59093435,485.44899,0.59113935,8.16355,1.993999481201099,5.70499992370601
MISC,3085.0,22.42749,0.02716,12.65164455,3559.88148,0.1042076,8.63708,6.051000118255631,1.2239999771118097
ED,7618.0,1.48422,0.03096,0.89497164,707.98794,1.7848061,12.34021,0.5609998703003001,4.2989997863769105
EC,6567.0,13.4172,0.05573,0.19712195,15208.48417,0.19701464,9.93574,0.9919996261596005,2.2080001831054705
MISC,5734.2001953125,8.92518,0.01877,13.9165035,2933.99424,0.10409945,8.32447,3.4189996719360796,0.3239998817443803
RR,4977.0,4.06554,0.02224,0.3501084,3447.42539,0.35051896,8.96265,2.0980005264281996,1.8519992828369602
EC,3232.0,4.71295,0.03599,0.1860536,10920.17453,0.3719627,10.40506,5.219000816345201,2.3279991149902415
EC,4562.0,0.89005,0.01933,0.12248565,1627.2881,0.24485428,8.5678,2.5310001373291,4.35200023651125
MISC,3283.0,35.20577,0.03208,12.65136682,736.98191,0.10409945,8.77386,5.29099988937377,0.2430000305175799
MISC,5639.0,12.5842,0.01667,25.30329,12843.02617,0.10409947,7.92883,1.5760002136230007,5.1800003051757795
MISC,2933.0,7.56905,0.01881,10.30874778,1119.88588,0.1042076,7.64633,6.341999530792231,0.9000000953674299
ED,4027.0,1.34156,0.04039,0.18882637,2526.07561,0.18885523,11.91035,3.4820003509521005,3.4219999313353995
DSCT,6245.0,0.11032,0.00523,0.10270528,2963.48893,0.10271389,9.23643,1.5679998397826989,2.17099952697753
ED,5626.0,1.14541,0.02138,0.66977681,611.20756,1.34234729,11.52237,1.7430000305176012,4.05599975585938
RR,5857.0,10.09119,0.13712,0.57036102,1828.20548,0.56933388,8.85695,1.4849996566772,3.4899997711181605
MISC,5740.0,-0.08553,0.00287,19.88106857,270.90324,7.31809828,9.81824,1.5019998550415004,2.9139995574950905
RR,5734.0,0.11815,0.00623,0.61713987,710.44511,0.61657114,10.37014,1.5839996337890998,3.1790008544921697
EC,5464.0,0.90877,0.03722,0.15863009,677.32714,0.31725297,9.62831,1.7120008468628,5.16699981689457
EC,4897.0,1.71004,0.01865,0.28517426,2613.51765,0.57095348,11.58405,2.1730003356934002,3.560000419616671
RR,6071.0,2.2245,0.03459,0.65184117,3291.39831,0.65055724,9.12384,1.1099996566773012,4.891000747680678
EC,5864.0,2.89548,0.04949,0.19698243,7404.36875,0.19701464,9.66635,1.2200002670287997,4.871000289916971
DCEP,5417.7001953125,-0.00432,0.00205,1.97401546,1015.20504,1.95907409,9.09568,1.7360000610352007,1.2760000228881605
DCEP,5472.0,0.68344,0.00913,3.16291114,1832.13568,6.38638519,11.46025,2.0810003280640004,1.2799997329712003
EC,6526.0,3.32876,0.03373,0.28517426,4521.52728,0.57095348,11.39533,1.0920000076293999,3.3569993972778693
ED,5093.0,5.96569,0.06569,1.68684897,405.61129,3.37682762,12.92672,1.993999481201099,1.732000350952159
EC,5993.0,18.39688,0.0734,0.18755807,13706.74196,0.37474156,10.17571,1.3290004730225,1.74400043487549
DSCT,8033.0,44.27003,0.01986,0.14128492,16760.93562,0.14125643,8.63309,0.7860002517700195,0.061000347137449396
ED,4588.0,0.17056,0.00404,0.52219527,659.78074,1.04274808,8.95846,2.5,2.34999942779546
DCEP,6135.0,7.88451,0.06947,13.916809,12621.60858,13.916809,10.45361,1.5230007171631001,2.3769998550415092
DCEP,7133.0,0.03238,0.00546,2.89927167,323.30506,11.51953657,8.77841,0.8870000839233008,4.22200012207033
MISC,3249.0,6.77349,0.018,14.64927263,2786.11744,0.10409947,8.24035,5.59200000762939,3.2560002803802397
RR,5421.0,0.19095,0.00736,0.70108332,1001.51373,0.70052642,10.10106,1.798000335693299,3.60299968719484
MISC,3099.0,-0.28439,0.00338,7.13682513,28.38093,13.916809,7.9493,5.675000190734901,1.057999610900909
MISC,4146.0,20.67911,0.0332,12.10157304,1809.76543,0.10409947,8.40301,5.2249994277953995,1.6220002174377495
EC,5371.0,1.12797,0.01249,0.1349836,7715.95927,0.13498438,10.66518,1.8880004882812003,3.1440000534057706
MISC,3282.0,8.83816,0.01724,13.916565,2691.77453,0.10409946,8.60133,5.422999858856241,0.4730000495910698
MISC,3507.0,10.80204,0.01985,9.277669,1885.40328,0.10409945,8.76561,4.64699983596797,0.2470002174377397
MISC,3681.0,8.02602,0.00956,11.5971375,1807.72551,13.01392209,11.20132,4.035999774932871,0.15600013732910956
MISC,3222.0,11.77299,0.02612,12.10157304,2185.38731,0.10409947,7.24566,5.7520003318787,0.31199979782105025
MISC,5780.0,-0.23189,0.0013,14.64895105,209.6225,8.95023438,6.54321,1.5459995269775995,2.1900005340576314
EC,4347.0,0.42082,0.01454,0.12106837,2374.30736,0.24220054,9.23928,2.8959999084472,4.2559995651245615
MISC,5069.0,-0.25054,0.00318,6.95840475,117.98732,6.82057745,9.65144,2.060000419616699,4.1429996490478604
MISC,3684.0,3.76781,0.01109,14.64895158,8231.68626,0.10409945,7.81664,4.0289998054503995,0.08599996566772994
ED,5986.0,2.42656,0.02721,0.50513626,1168.6836,1.01121616,11.38069,1.3429994583130007,2.48699951171872
EC,5149.0,0.21726,0.01224,0.14208075,484.15243,0.14195604,8.85412,1.9840011596680007,6.16100025177003
CST,3240.0,13.21021,0.0238,13.916504,3597.23384,0.10420759,8.69006,5.644999504089349,0.42700004577637074
CST,5393.0,4.41241,0.02874,0.17138552,10444.52099,0.34273501,9.52029,1.7700004577637003,2.237000465393111
MISC,3475.0,15.45855,0.02323,13.25387143,4187.51544,0.10409946,8.49049,4.634999752044669,0.27899980545044034
MISC,2947.0,34.00632,0.05583,13.9165035,2493.77497,0.10409945,8.6908,6.280999660491931,1.4479999542236301
ED,4285.0,0.59331,0.00651,1.75050365,203.809,1.73840953,10.94888,2.9850006103514986,4.4349994659424095
EC,5747.0,0.58045,0.00301,0.20052599,5875.04006,0.20055936,9.98663,1.5039997100830398,0.8979997634887695
RR,5702.0,0.26736,0.00387,0.57269564,1510.60393,0.57258283,10.41989,1.6350002288818004,1.40200042724606
RR,5307.0,-0.0591,0.00592,0.47471997,487.05438,0.94889261,7.55858,1.8429994583130007,3.55100059509277
MISC,3689.0,11.87682,0.13571,13.25381286,356.90029,0.10420759,8.69337,4.0170001983643004,-0.03699970245360973
MISC,5624.0,9.73699,0.01279,11.23270667,1824.82161,12.63071393,11.27788,1.8140001296997,3.6379995346069105
MISC,5622.0,3.40565,0.00747,17.39601125,1506.4689,13.916809,10.64873,1.5889997482299005,6.205999374389609
DCEP,6283.0,2.24723,0.05007,4.48929323,3066.63799,8.95036074,10.13543,1.1499996185303,3.8340005874633984
ED,5917.0,-0.23297,0.00272,0.47300587,107.62855,0.47273756,14.70682,1.5590000152587997,3.2679996490478693
DCEP,4253.0,0.01506,0.00323,3.92022789,1626.88236,11.51974555,9.08898,3.0310001373291,0.7939996719360192
MISC,3004.0,49.37668,0.03024,12.10130783,2383.13254,13.01386874,11.51371,6.126000165939331,0.5290000438690199
DSCT,4911.0,-0.31785,0.00314,15.46278167,57.92467,0.15982181,10.08486,2.217000007629398,5.661000251769989
ED,5954.0,-0.10592,0.00336,0.3141423,436.70417,0.62815292,11.68366,1.512000083923299,3.7030000686645206
MISC,3345.0,0.99079,0.00175,10.36869923,2431.55786,9.60692129,8.94498,4.93099975585939,0.20699977874756037
MISC,4523.0,0.43975,0.01074,14.64927316,294.48175,13.9168095,9.08254,2.5769996643066992,3.2700004577636808
DCEP,4061.0,3.20629,0.08317,3.27454329,3961.33908,3.26688163,8.74062,3.722999572753899,3.2989997863769602
MISC,2919.0,8.24281,0.01923,13.916565,2758.20125,0.10409946,8.03586,6.40000009536742,0.34600019454955966
EC,4297.0,1.00681,0.03293,0.12802672,3196.75559,0.12800872,10.60526,2.9679994583130025,5.020999908447269
DCEP,3731.0,1.19606,0.03151,3.23646721,1842.64472,3.21454229,8.47446,3.9460010528565004,2.953000068664579
MISC,3266.0,5.53953,0.00933,25.30328909,42763.98311,0.10409947,8.25284,5.338999748229971,0.23199987411499023
MISC,2586.0,0.99353,0.00248,13.25381333,2523.86486,11.51953657,8.17221,7.8710002899169895,1.8070001602172896
MISC,3400.0,8.90035,0.05453,14.64901579,3784.33636,0.10420759,8.49824,4.730000495910701,1.1950006484984907
CST,6039.0,-0.31105,0.00038,3.91720197,49.06805,11.51238434,9.12735,1.3520002365112305,1.1020002365112305
DSCT,5668.0,0.32278,0.01221,0.10001125,2405.76107,0.10000068,8.95693,1.9420003890990998,3.85299968719481
GDOR,3179.0,4.99641,0.01235,23.1946825,16055.39818,11.51974589,8.22203,6.02699947357183,0.17100000381469993
ED,6350.0,-0.25618,0.00143,4.15418015,23.22487,2.03869067,15.48442,1.2840003967284996,3.5450000762939595
DCEP,3613.0,0.5084,0.00996,3.81282438,796.9166,7.59513471,9.65615,4.2159996032715,0.7309999465942614
RR,4405.0,0.06846,0.00928,0.5717421,361.19503,0.5724949,8.87796,2.7270002365112997,4.217999458312949
EC,5121.0,4.78788,0.07792,0.17671751,7292.61611,0.17671306,10.18909,2.0640001296997,3.9689998626709198
MISC,3222.0,4.52427,0.0077,14.30535222,833.78534,12.874817,11.32155,5.53700017929074,1.24200010299682
EC,5488.0,9.78194,0.01538,0.16324345,12765.59726,0.32655821,10.03329,1.6929998397826704,0.8599996566772496
GDOR,4765.0,5.78344,0.00851,0.61577449,846.25653,1.723477,6.62088,2.3739995956420987,4.86900043487552
MISC,5762.0,0.28535,0.00789,12.651645,153.83218,0.1042076,7.95044,1.4860000610351012,3.3400001525879315
EC,6274.0,20.57447,0.07774,0.19129635,15442.40233,0.38260201,10.26091,1.1549997329712003,2.1160001754761097
ED,5766.0,1.52786,0.02162,0.85640022,286.88699,1.70879882,8.86017,1.6739997863768998,3.5790004730224307
DCEP,6002.0,0.48253,0.00602,6.6270519,2158.09229,6.82057733,11.05141,1.4930000305176012,1.5199995040893093
MISC,3225.0,9.35722,0.01374,11.133252,2145.57889,0.10426174,7.70214,5.729000091552701,0.4300003051757795
EC,5348.0,3.24908,0.03592,0.15680912,5117.79914,0.15682383,10.2985,1.8079996109009002,3.0439996719359996
DSCT,4036.0,0.0611,0.00211,9.27771,81.46236,0.18118109,9.18471,3.2880001068115288,-0.06999969482421875
ED,4189.0,1.17115,0.04063,0.18882637,2183.22253,0.18885523,11.82857,3.127999305725101,5.835000038147001
MISC,3179.0,4.99641,0.01235,23.1946825,16055.39818,11.51974589,8.22203,6.02699947357183,0.17100000381469993
ED,5429.0,0.12496,0.0057,0.25131681,408.42598,0.50229836,10.38568,1.9700002670288015,3.18400001525878
EC,5402.0,8.59558,0.04566,0.16992441,11868.03837,0.33983272,10.80676,1.8810005187987997,3.03899955749508
ED,5104.0,2.58732,0.01763,0.81383064,206.93001,0.8142401,10.75655,2.0260000228881605,0.98699951171875
ED,5928.0,8.09596,0.04288,0.31202817,2675.30302,0.62612909,9.37772,1.5160007476807014,2.1470003128052095
DCEP,3686.0,3.41154,0.07211,3.97623114,5477.44239,7.89395198,8.82804,4.0250005722046005,2.7690000534058097
DCEP,5611.0,4.31186,0.0516,8.18621471,13976.54477,8.21716001,10.78714,1.5970001220703995,3.0569992065430096
ED,5152.0,0.10228,0.00625,0.17954895,715.19881,0.3592996,9.51442,2.1420001983642987,4.027999877929689
DSCT,5063.0,-0.12388,0.0116,0.21247037,123.22307,0.15805923,9.10752,2.064999580383299,6.277999877929691
DSCT,7423.0,-0.0063,0.00437,8.97858645,19.39735,0.18974828,9.84706,0.7569999694823988,4.13700008392339
MISC,5317.0,-0.2553,0.0002,13.25381286,310.89942,13.9165035,10.07272,1.8340001106262207,-0.07200002670287997
MISC,3174.0,32.35865,0.04345,14.64895158,3467.8529,0.10420759,8.49889,6.06700038909916,0.4910001754760698
MISC,5762.0,11.15962,0.02677,14.64895158,2841.18636,0.10415349,8.34458,1.6809997558593999,3.38000011444095
ED,4748.0,0.44184,0.02104,0.56059865,106.19565,1.11803217,12.45035,2.394000053405799,5.506999969482418
RR,5831.0,1.73253,0.02948,0.65135232,2322.83553,0.65053442,9.04165,1.3409996032715004,4.44799995422364
EC,4507.0,0.91722,0.02523,0.11881684,1849.90985,0.23760515,8.94533,2.5970001220703,3.92199993133541
MISC,3271.0,8.1913,0.00932,15.46278222,13599.61574,13.916504,8.35684,5.477999687194799,0.24799966812133079
MISC,3812.0,37.57285,0.06262,13.916748,2102.63172,0.10409947,8.62821,4.104000568389879,0.25899982452392045
MISC,4337.0,5.37424,0.01708,13.25404571,1757.86153,0.10409947,8.0726,2.503000259399389,0.07699966430664062
MISC,3452.0,30.40688,0.03052,13.916565,3238.61066,0.10409946,8.32485,4.9510002136230105,1.94500017166138
ED,5159.0,0.85957,0.02888,0.35546626,1024.73305,0.35485827,11.14618,1.9750003814697,4.8860006332397905
MISC,3417.0,10.32216,0.01152,11.1332028,812.98469,0.10409945,7.74865,4.74900007247925,0.17299985885620028
MISC,3425.0,0.85489,0.00525,16.27434235,3330.03105,0.10409476,7.33131,4.811000823974599,0.13800001144409002
DCEP,5036.0,0.20511,0.005,2.92985453,865.97265,5.82971331,8.62053,2.0920000076294,2.19099998474125
ED,6461.0,0.4403,0.00721,0.79298057,258.05442,1.58714897,13.15658,1.0489997863769993,2.0349998474121413
MISC,4814.0,0.83984,0.01121,9.27771,270.22494,0.10409946,8.51926,2.320000648498601,2.182999610900829
MISC,3212.0,24.45109,0.02856,12.10136087,1990.77617,0.10420759,7.92794,5.6549997329711905,0.47300004959106
RR,6550.72998046875,107.2074,0.19689,0.47987945,4006.37974,0.47952836,7.73175,1.2679996490478516,0.2329998016357404
RR,5335.0,1.27867,0.0418,0.32326374,2182.47965,0.32287967,9.45678,1.8189992904662997,5.76000022888182
MISC,3958.0,69.23073,0.05771,13.9168095,3130.88,0.10409947,8.47797,3.4320001602172994,1.33500003814701
EC,5595.0,4.59621,0.04374,0.17660926,9400.98656,0.17671311,10.09848,1.4329996109009002,3.5310001373291
MISC,5924.0,0.57673,0.01027,13.916565,373.30257,0.10409946,8.93305,1.6430006027222,3.1090002059936204
RR,5892.0,-0.08995,0.00072,0.42561724,460.19167,0.85213021,8.57055,1.3959999084472,5.22900009155277
MISC,5808.0,-0.09859,0.00283,13.916748,283.99077,13.916748,11.01624,1.4540004730225,4.127999305725121
EC,5448.0,38.56843,0.13092,0.24458365,14722.06788,0.24456227,9.63936,1.8050003051757901,1.3319997787475604
DCEP,4731.0,2.01865,0.00806,4.4180346,8439.44156,8.95036074,10.49989,2.3410005569457795,0.2569999694824201
ED,6647.0,0.6187,0.01964,0.30720758,783.79079,0.61468223,9.79706,1.124000549316401,4.0930004119872905
ED,4315.0,0.47203,0.00484,0.33213613,1400.91725,0.3325112,8.32384,2.8500003814697603,0.9499998092651403
MISC,2848.0,15.85462,0.01558,12.02907391,1001.55421,12.94119798,11.37922,6.71199989318849,1.38100004196167
MISC,4108.0,2.20201,0.00783,21.41000615,4655.85183,0.10426174,7.94201,3.165999412536589,0.5120000839233398
MISC,4375.0,61.29629,0.06163,13.9165035,453.2952,0.10409945,8.6746,2.8569993972778,4.781000137329119
DSCT,7555.0,-1.03058,0.01549,12.10157348,22.91428,0.10557845,8.99749,0.5450000762939009,6.088999748230021
RR,6055.0,15.23568,0.15085,0.47987945,2699.35795,0.47952836,8.55484,1.4650001525879013,3.5789995193481605
RR,3460.0,0.16424,0.00481,0.57269564,515.16378,0.57258283,8.68607,4.7039995193481,1.6750001907348189
EC,5188.0,11.15244,0.02601,0.1458753,11944.85641,0.14577198,11.05313,2.02999973297117,0.7290000915527308
EC,5369.0,2.4733,0.01591,0.3479126,9101.736,0.6956687,9.8016,1.8690004348754012,1.9639997482299485
ED,4260.0,-0.03267,0.00391,0.21054174,377.72249,0.21044627,12.28946,3.0209999084472,4.260999679565451
DSCT,5804.0,-0.65996,0.00176,14.64920842,117.18684,0.13929513,9.62008,1.4799995422362997,1.9090003967284908
EC,5931.0,0.58208,0.01328,0.16626648,2324.50189,0.16617541,9.69372,1.6630001068115003,5.036999702453629
DCEP,9171.0,0.62943,0.00944,3.976144,1038.79205,12.2211927,8.56333,0.24200057983400036,3.9589996337890305
EC,5065.0,0.35147,0.0151,0.14746948,1112.29408,0.14748528,9.97424,2.0629997253418004,4.274999618530259
MISC,3277.0,11.77545,0.01857,16.37235765,7313.56662,0.10420759,8.31525,5.07500028610228,0.3070001602172905
DCEP,6253.0,1.45067,0.01296,4.63893633,7734.72648,13.916809,8.78426,1.5520000457763015,1.56700038909913
MISC,3212.0,5.38226,0.0085,23.1941725,13103.26224,0.10409945,7.31084,5.23499965667726,0.22399997711181996
DSCT,7369.0,1.09014,0.00679,0.29328904,61.9234,0.17128232,9.25269,0.6190004348755007,1.7430000305175497
MISC,3365.0,5.30679,0.01175,17.39601187,7071.60285,0.10409947,8.54159,5.000999927520719,0.2660002708435094
EC,5385.0,6.54527,0.03706,0.19116497,9634.3261,0.38260201,9.80724,1.9070005416869993,1.901000022888221
MISC,3446.0,3.8221,0.00991,12.08345,2046.31363,11.26317398,9.43352,4.737999916076711,0.32899999618530007
MISC,5458.0,8.97944,0.01752,25.30273364,6916.6722,0.10409945,8.26365,1.7980003356934002,3.0260000228881996
MISC,3144.0,52.27823,0.0536,13.9165035,2815.68476,0.10409945,8.31205,5.548000335693371,0.38099956512450994
DCEP,4229.0,0.16705,0.00379,2.72878608,816.37593,8.21724508,7.72858,3.42700004577636,-0.09100055694580078
MISC,4930.0,16.24098,0.02784,12.10157348,1952.63961,13.0141359,8.23976,2.197999954223601,2.4309997558593306
DCEP,5911.0,2.3272,0.04529,4.5627882,2456.35015,4.62123529,9.55121,1.3830003738403995,4.89099979400631
MISC,4002.0,10.32864,0.02439,13.916504,3504.47169,0.10420759,8.81944,3.43199968338015,0.19799995422363015
ED,4911.0,3.5231,0.06681,0.51353541,1360.78059,1.02674175,12.32802,2.2170000076294,3.078000068664519
MISC,2844.0,33.15187,0.07003,14.64901579,3741.80364,0.10420759,8.30322,6.729000091552761,2.09400010108947
DSCT,3795.0,-1.33855,0.02004,5.79856875,15.67312,0.10608082,9.25297,3.7659988403321005,3.046999931335421
MISC,2713.0,12.14475,0.03467,13.25410429,2289.97147,0.1042076,7.93767,7.31499958038327,2.97000002861023
MISC,5739.0,67.84796,0.05732,13.9168095,3400.44766,0.10409947,8.48932,1.5699996948241992,2.347999572753869
ED,6770.0,0.72049,0.00706,1.75050365,185.76636,1.73840953,11.89219,0.9730005264282298,0.4429998397827095
EC,4867.0,2.66743,0.05207,0.16776979,6283.07434,0.16784354,10.30352,2.263999938964899,4.69299983978272
ED,6918.0,9.20378,0.05987,2.21939573,425.33468,4.40186845,11.93146,0.8170003890991193,0.5360002517700195
DSCT,6617.0,0.60623,0.00859,0.10655822,11934.26975,0.1065314,8.39271,0.8249998092650994,4.319999694824251
EC,6198.0,6.45781,0.0321,0.26762508,5792.16772,0.53445311,10.26183,1.4399995803833008,1.9650001525878888
DCEP,5734.0,1.65037,0.01944,5.79867042,4437.46986,5.82971331,11.07629,1.6180000305176012,3.098999977111779
MISC,3423.0,6.43631,0.01375,20.83355308,9195.42842,13.5418095,11.45066,4.44700050354006,0.15399980545044034
MISC,5541.0,10.20151,0.05931,9.94036,744.40977,0.10420759,7.71834,1.6510000228882014,5.51500034332275
MISC,5022.0,35.11818,0.09097,13.25410381,1493.72672,0.10409947,8.82903,2.104999542236401,3.0930004119873296
DSCT,7920.0,-0.78768,0.01416,0.21476557,61.01381,0.12040389,9.30737,0.41100025177,6.307000160217331
ED,4856.0,0.10336,0.00885,0.348009,422.39307,0.69559121,12.99926,2.213000297546399,3.539999961853061
MISC,4519.0,3.56593,0.1135,2.24459742,108.68994,13.916504,12.47583,2.5819997787475,1.25500011444095
ED,6137.0,6.21153,0.05353,0.34285332,1697.21751,0.68607721,8.69424,1.3689994812012003,2.09799957275394
MISC,3424.0,3.84098,0.00613,25.30273455,13769.92331,0.10409945,8.38782,4.815000057220479,0.25
RR,6564.0,5.7757,0.12217,0.56687613,2856.79008,0.56772294,8.29747,0.96399974823,4.781000137329061
MISC,3169.0,10.53828,0.01641,9.59758897,894.7016,0.10409945,7.44933,5.418999671936009,0.3279995918273908
MISC,5441.0,22.69019,0.0372,11.59734083,1789.47156,0.10409947,7.88119,1.7659997940063015,1.87699985504155
